item,node_id,IAB_Candidates,H_Scores
holiday,41868,"['Hospitality Industry', 'Events and Attractions', 'Personal Celebrations & Life Events', 'World Cuisines', 'Hotel Properties', 'Flower Shopping', 'Holiday Shopping', 'Travel', 'Travel Locations', 'Africa Travel', 'Asia Travel', 'Australia and Oceania Travel', 'Europe Travel', 'North America Travel', 'South America Travel', 'Hotels and Motels', 'Rail Travel', 'Air Travel', 'Beach Travel', 'Cruises']","[0.7551545540000001, 0.7879134940000001, 0.794054776, 0.759310643, 0.7433559059999999, 0.7111621309999999, 0.841930944, 0.801629287, 0.79575033, 0.7963498720000001, 0.7900910090000001, 0.78419554, 0.810894697, 0.803740311, 0.8082011109999999, 0.749554374, 0.733003031, 0.782291457, 0.8334856620000001, 0.723747413]"
artichoke,17046,['Healthy Living'],[1.0]
dustcart,14338,"['Commercial Trucks', 'Logistics and Transportation Industry']","[0.856448076, 0.712549243]"
rv,6929,"['Auto Type', 'Auto Rentals']","[0.71514365, 0.758220254]"
skillet,10253,"['Cooking', 'Desserts and Baking']","[0.833810913, 0.7496542909999999]"
education,10286,"['Books and Literature', 'Business and Finance', 'Education industry', 'Financial Industry', 'Healthcare Industry', 'Logistics and Transportation Industry', 'Technology Industry', 'Education', 'College Education', 'Primary Education', 'Daycare and Pre-School', 'Medical Health', 'Science', 'Graduation', 'Hobbies & Interests', 'Parenting']","[0.715854819, 0.7512387970000001, 0.883043213, 0.7484558790000001, 0.7738604370000001, 0.713241702, 0.716469173, 0.931252219, 0.896429678, 0.892395924, 0.77330917, 0.785477813, 0.784349905, 0.7093669429999999, 0.651628227, 0.6865407840000001]"
miniskirt,23198,"[""Women's Clothing""]",[0.763431888]
site,1132,"['Business and Finance', 'Education industry', 'Entertainment Industry', 'Financial Industry', 'Media Industry', 'Retail Industry', 'Technology Industry', 'Dating']","[0.73599898, 0.7756112609999999, 0.739853487, 0.759261401, 0.789649765, 0.7459666290000001, 0.760978223, 0.671098857]"
african_grey,2732,['Birds'],[0.769697176]
giant_schnauzer,50014,"['Pets', 'Dogs', 'Large Animals']","[0.739785032, 0.8288124309999999, 0.750050067]"
blow_dryer,3894,['Hair Care'],[0.786192617]
groom,200,"['Family and Relationships', 'Wedding']","[0.614354676, 0.829395696]"
radio,649,"['Automotive', 'Entertainment Industry', 'Technology Industry', 'Telecommunications Industry', 'Music and Audio', 'Consumer Electronics', 'Smartphones']","[0.71689951, 0.7286450990000001, 0.730458513, 0.7486335690000001, 0.7742068329999999, 0.821379018, 0.636530454]"
ice_cream,515,"['Food Industry', 'Food & Drink', 'Desserts and Baking']","[0.744225606, 0.805691485, 0.8303084740000001]"
sleuthhound,45086,"['Pets', 'Dogs']","[0.7239127679999999, 0.83707486]"
denim,950,"['Style & Fashion', ""Women's Handbags and Wallets"", ""Women's Clothing"", ""Women's Shoes and Footwear"", ""Men's Clothing"", ""Men's Casual Wear""]","[0.7436001440000001, 0.733627406, 0.8056332509999999, 0.746386668, 0.7897102559999999, 0.844394781]"
cello,391,"['Musical Instruments', 'Music and Audio']","[0.7818995190000001, 1.0]"
sweet_potato,15290,"['Musical Instruments', 'Food & Drink']","[0.7249116290000001, 1.0]"
great_dane,11879,"['Pets', 'Large Animals']","[0.762114273, 0.72657546]"
carriage_dog,17054,"['Pets', 'Dogs', 'Large Animals']","[0.77844368, 0.859156327, 0.7175421820000001]"
dish_washer,28495,"['Home Appliances', 'Consumer Electronics', 'Food & Drink']","[0.776695323, 0.7198272370000001, 1.0]"
red_hot,7102,"['Food Industry', 'Food & Drink', 'Barbecues and Grilling', 'Cooking', 'Dining Out']","[0.759341193, 0.795140961, 0.713491313, 0.757636255, 0.734433538]"
asiatic_buffalo,5120,['Large Animals'],[0.7506359029999999]
bubble,3656,"[""Children's Games and Toys""]",[0.759468205]
african_hunting_dog,7017,['Dogs'],[0.8524347859999999]
maillot,11698,"[""Women's Clothing"", ""Women's Clothing""]","[0.764464013, 0.731161761]"
bluetick,94948,['Dogs'],[0.807978952]
staffordshire_bull_terrier,2680,['Dogs'],[0.788951795]
maltese_terrier,48246,"['Pets', 'Dogs']","[0.7484222340000001, 0.831199606]"
vizsla,19725,['Dogs'],[0.760129176]
leopard,977,['Cats'],[0.7449341420000001]
eatery,2710,"['Food Industry', 'Malls & Shopping Centers', 'Bars & Restaurants', 'Food & Drink', 'World Cuisines', 'Cooking', 'Desserts and Baking', 'Dining Out']","[0.785636667, 0.72141469, 0.870533467, 0.818637886, 0.717774528, 0.7602281559999999, 0.7502017329999999, 0.91375805]"
billfold,1743,"[""Women's Handbags and Wallets""]",[0.747856986]
literature,23961,"['Books and Literature', 'Primary Education', 'Science', 'Education']","[0.876813475, 0.712312548, 0.7659120770000001, 0.7101011690000001]"
hyaena,15484,['Large Animals'],[0.783298845]
culture,2829,"['Pop Culture', 'Books and Literature', 'Education industry', 'Religious Events', 'Family and Relationships', 'World Cuisines', 'Pop Culture', 'Religion & Spirituality', 'South America Travel']","[0.684878543, 0.717812751, 0.733027558, 0.79559341, 0.7603110259999999, 0.74036823, 0.8082786059999999, 0.73231751, 0.711102441]"
doberman_pinscher,28990,['Dogs'],[0.779710784]
gazelle_hound,13392,['Dogs'],[0.782450649]
water_ox,28052,['Large Animals'],[0.7506359029999999]
tee_shirt,71909,"[""Men's Clothing"", 'Apparel Industry', ""Women's Clothing"", ""Men's Casual Wear""]","[0.81443486, 0.716709973, 0.790229062, 0.808359747]"
living,5815,"['Personal Celebrations & Life Events', 'Family and Relationships', 'Single Life', 'Dining Out', 'Healthy Living', 'Religion & Spirituality']","[0.7435259, 0.7851478390000001, 0.7972067909999999, 0.754807742, 0.862502883, 0.669440419]"
sarong,3177,"[""Women's Clothing"", ""Men's Clothing""]","[0.800097785, 0.76524039]"
shower_cap,78992,"[""Men's Clothing"", 'Bath and Shower']","[0.7141937890000001, 0.780352594]"
tractor,3717,['Commercial Trucks'],[0.809839524]
home,518,"['Home & Garden', 'Smart Home', 'Home Appliances', 'Home Entertaining', 'Home Improvement', 'Home Security', 'Real Estate', 'Apartments', 'Retail Property', 'Houses', 'Land and Farms', 'Household Supplies']","[0.8008469979999999, 0.813714059, 0.823670363, 0.8079224429999999, 0.8305625670000001, 0.833352717, 0.749426739, 0.7727118690000001, 0.746341245, 0.794322302, 0.714121839, 0.7126022890000001]"
modem,3847,"['Laptops', 'Consumer Electronics']","[0.732750342, 0.82030376]"
odometer,6311,"['Automotive', 'Automotive Industry', 'Consumer Electronics']","[0.763510537, 0.715653414, 0.8099763440000001]"
laptop_computer,746,"['Technology & Computing', 'Laptops', 'Consumer Electronics']","[0.7409329729999999, 0.898628413, 0.796815265]"
collie,9436,"['Pets', 'Dogs']","[0.764945923, 0.8634696079999999]"
frilled_lizard,5317,['Reptiles'],[0.737089135]
horizontal_bar,29532,"['Outdoor Activities', 'Fitness and Exercise', 'Sports']","[0.741961322, 0.757469829, 0.772725076]"
marine,27124,"['Zoos & Aquariums', 'Hobbies & Interests']","[0.644235476, 1.0]"
poncho,4308,"[""Women's Clothing"", ""Men's Clothing""]","[0.785576006, 0.7823594290000001]"
chopper,2373,['Cooking'],[0.78818102]
border_terrier,45833,"['Pets', 'Dogs']","[0.7419974909999999, 0.845091901]"
lifestyle,23495,"[""Women's Shoes and Footwear"", 'Entertainment Industry', 'Apparel Industry', 'Fashion Events', 'Pop Culture', 'Shopping', 'Style & Fashion', 'Beauty', 'Makeup and Accessories', ""Women's Handbags and Wallets"", ""Women's Jewelry and Watches"", ""Women's Clothing"", ""Women's Formal Wear"", ""Women's Shoes and Footwear"", ""Men's Clothing"", ""Men's Casual Wear"", ""Men's Formal Wear""]","[0.649694596, 0.7150018340000001, 0.750532315, 0.8432154079999999, 0.73628715, 0.722225537, 0.832043964, 0.7345091429999999, 0.7560603290000001, 0.771419783, 0.7753168490000001, 0.791085013, 0.7655697770000001, 0.777230166, 0.77565856, 0.774194103, 0.750470564]"
film,3781,"['Movies', 'Entertainment Industry', 'Media Industry', 'Awards Shows', 'Theater Venues and Events', 'Cinemas and Events', 'Comedy Events', 'Movies', 'Pop Culture', 'Television']","[0.6791644840000001, 0.818061305, 0.735209228, 0.729306043, 0.738479971, 0.7316984679999999, 0.802379053, 0.788029155, 0.7355517709999999, 0.7711593529999999]"
slipstick,27455,"['Technology Industry', 'Technology & Computing']","[0.812549704, 0.775690247]"
cellphone,3575,"['Telecommunications Industry', 'Consumer Electronics', 'Smartphones', 'Travel', 'Family and Relationships', 'Shopping', 'Television', 'Sports', 'Movies', 'Science', 'Video Gaming']","[0.71513848, 0.7396869620000001, 0.772696085, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
pembroke,8021,['Dogs'],[0.71256651]
christmas_stocking,5941,['Wedding'],[0.7209950709999999]
lab_coat,10463,"[""Women's Clothing"", ""Women's Formal Wear"", ""Men's Clothing"", ""Men's Formal Wear""]","[0.7571085040000001, 0.745370869, 0.770362854, 0.7661391740000001]"
sports_car,8913,"['Sports', 'Automotive', 'Auto Body Styles', 'Convertible', 'Luxury Cars', 'Auto Type', 'Auto Shows', 'Auto Rentals', 'Automotive Industry', 'Travel']","[0.813943905, 0.8118066709999999, 0.8127584729999999, 0.7818099470000001, 0.911262051, 0.791927815, 0.85202909, 0.816438214, 0.7332746290000001, 0.694494637]"
goose,648,"['Birds', 'Large Animals', 'Food & Drink']","[0.843847692, 0.715358125, 1.0]"
tobacconist,17048,"['Retail Industry', 'Retail Property']","[0.718103893, 0.722374673]"
dandie_dinmont,19429,"['Pets', 'Dogs']","[0.7778794609999999, 0.86746432]"
basketball,566,"['Sports', 'Events and Attractions']","[0.7799013659999999, 1.0]"
dome,1530,"['Travel', 'Religion & Spirituality']","[1.0, 1.0]"
seacoast,11517,"['Travel Locations', 'Beach Travel']","[0.719809281, 0.881203427]"
german_shepherd_dog,63389,['Dogs'],[0.8342992440000001]
entertainment,2563,"['Movies', 'Entertainment Industry', 'Media Industry', 'Awards Shows', 'Theater Venues and Events', 'Cinemas and Events', 'Comedy Events', 'Movies', 'Pop Culture', 'Television']","[0.6791644840000001, 0.818061305, 0.735209228, 0.729306043, 0.738479971, 0.7316984679999999, 0.802379053, 0.788029155, 0.7355517709999999, 0.7711593529999999]"
running_shoe,19518,"[""Men's Clothing"", ""Women's Shoes and Footwear"", 'Style & Fashion', ""Women's Clothing""]","[0.8285066879999999, 0.902434501, 0.739947072, 0.829778683]"
sea-coast,86593,"['Travel Locations', 'Beach Travel']","[0.719809281, 0.881203427]"
carpodacus_mexicanus,52415,['Birds'],[0.761299885]
sand_bar,28239,['Beach Travel'],[0.806683472]
school_bus,15721,"['Daycare and Pre-School', 'Commercial Trucks', 'Auto Type', 'Primary Education', 'Travel Locations', 'North America Travel']","[0.781579329, 0.746558632, 0.715711725, 0.7291072759999999, 0.719512697, 0.712152387]"
eschrichtius_robustus,53300,['Large Animals'],[0.7262935159999999]
hyena_dog,31898,['Dogs'],[0.8524347859999999]
bustard,8835,['Birds'],[0.81355827]
chlamydosaurus_kingi,5318,['Reptiles'],[0.737089135]
scotch_terrier,33381,['Dogs'],[0.791511972]
meatloaf,1130,"['Food Industry', 'Food & Drink', 'Cooking']","[0.750858641, 0.7596203009999999, 0.8097347420000001]"
great_gray_owl,33741,['Birds'],[0.778239089]
anolis_carolinensis,3943,['Reptiles'],[0.71168795]
stop_watch,22519,"[""Women's Jewelry and Watches"", 'Consumer Electronics']","[0.775214176, 0.71901258]"
sussex_spaniel,36266,"['Pets', 'Dogs']","[0.7336186170000001, 0.8067911590000001]"
english_cocker_spaniel,17682,['Dogs'],[0.77933547]
american_eagle,13558,['Birds'],[0.7857245340000001]
limpkin,1611,['Birds'],[0.78989697]
limo,13794,"['Luxury Cars', 'Auto Rentals']","[0.795002278, 0.7628123990000001]"
spatula,7084,"['Cooking', 'Desserts and Baking']","[0.8633517540000001, 0.8088921929999999]"
maypole,29849,['Outdoor Activities'],[0.7957938640000001]
dipper,1282,['Birds'],[0.790813715]
digital_watch,8787,"['Technology Industry', ""Women's Jewelry and Watches"", 'Education', 'Healthy Living', 'Science', 'Medical Health', 'Pop Culture']","[0.746240158, 0.757895283, 1.0, 1.0, 1.0, 1.0, 1.0]"
travel,6401,"['Luxury Cars', 'Road-Side Assistance', 'Auto Rentals', 'Logistics and Transportation Industry', 'Aviation Industry', 'Travel', 'Travel Accessories', 'Travel Locations', 'Africa Travel', 'Asia Travel', 'Australia and Oceania Travel', 'Europe Travel', 'North America Travel', 'Polar Travel', 'South America Travel', 'Hotels and Motels', 'Rail Travel', 'Air Travel', 'Beach Travel', 'Cruises']","[0.7155804040000001, 0.7231260279999999, 0.724277334, 0.842193868, 0.723072339, 0.889681926, 0.825058084, 0.864016377, 0.8270263240000001, 0.8379164370000001, 0.785664701, 0.846764669, 0.815569799, 0.815104927, 0.812745747, 0.720589363, 0.8832072790000001, 0.8483552670000001, 0.83094395, 0.682774368]"
cassette_player,8503,"['Music and Audio', 'Consumer Electronics']","[0.784852386, 0.7962177340000001]"
gray_whale,20505,['Large Animals'],[0.7262935159999999]
whippet,8554,['Dogs'],[0.841166085]
papillon,570,"['Pets', 'Dogs']","[0.7146998309999999, 0.8116491859999999]"
carcharodon_carcharias,10134,['Large Animals'],[0.744134087]
cheeseburger,16738,"['Food Industry', 'Cooking', 'Travel']","[0.783011316, 0.750379517, 1.0]"
photocopier,966,['Consumer Electronics'],[0.817014279]
salt_shaker,11892,['Desserts and Baking'],[0.719830623]
loudspeaker_system,21670,"['Music and Audio', 'Consumer Electronics']","[0.7500630690000001, 0.744803323]"
necklace,2578,['Makeup and Accessories'],[0.771186549]
knapsack,1886,"['Travel Accessories', 'Education']","[0.714945823, 1.0]"
military_uniform,10943,"['Apparel Industry', ""Women's Clothing"", ""Women's Shoes and Footwear"", ""Men's Clothing""]","[0.761936409, 0.822549803, 0.77779752, 0.8324852559999999]"
kimono,8040,"['Apparel Industry', 'Style & Fashion', ""Women's Clothing"", ""Women's Formal Wear""]","[0.735467199, 0.72985295, 0.80146626, 0.76432134]"
family,7547,"['Family and Relationships', 'Parenting', 'Single Life', 'Personal Celebrations & Life Events', 'Family and Relationships', 'Parenting', 'Religion & Spirituality', 'Family and Relationships', 'Parenting', 'Single Life', 'Personal Celebrations & Life Events', 'Family and Relationships', 'Home & Garden', 'Parenting', 'Religion & Spirituality', 'Religious Events']","[0.770721604, 0.629894775, 0.628738425, 0.7823783059999999, 0.903366144, 0.705858, 0.668902265, 0.769525186, 0.610232511, 0.5072360779999999, 0.826869552, 0.8765452770000001, 0.750064779, 0.682659602, 0.690972203, 0.709527233]"
limousine,9382,"['Luxury Cars', 'Auto Rentals']","[0.795002278, 0.7628123990000001]"
ice_lolly,2441,['Desserts and Baking'],[0.710930532]
panthera_uncia,474,['Large Animals'],[0.751361462]
brittany_spaniel,30274,"['Pets', 'Dogs']","[0.730191881, 0.8225543120000001]"
mobile_phone,3139,"['Telecommunications Industry', 'Consumer Electronics', 'Smartphones', 'Travel', 'Family and Relationships', 'Shopping', 'Television', 'Sports', 'Movies', 'Science', 'Video Gaming']","[0.71513848, 0.7396869620000001, 0.772696085, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
kakatoe_galerita,9246,['Birds'],[0.7879779109999999]
briard,25525,['Dogs'],[0.8168494470000001]
patio,2700,"['Outdoor Activities', 'Home & Garden', 'Remodeling & Construction', 'Landscaping', 'Apartments', 'Hotel Properties', 'Houses']","[0.7422736259999999, 0.8512880709999999, 0.718400288, 0.829477989, 0.747647866, 0.7139366629999999, 0.756513344]"
buckle,1807,['Automotive'],[1.0]
boston_terrier,29780,"['Pets', 'Dogs']","[0.71254715, 0.811585269]"
grey_whale,25861,['Large Animals'],[0.7262935159999999]
australian_terrier,98648,"['Pets', 'Dogs']","[0.7621710190000001, 0.8444665459999999]"
docking_facility,32879,"['Outdoor Activities', 'Real Estate']","[0.785321, 1.0]"
academic_robe,20597,"['Graduation', ""Women's Clothing"", ""Women's Formal Wear"", ""Men's Clothing"", ""Men's Formal Wear"", 'Events and Attractions', 'Education']","[0.789665643, 0.811012512, 0.839056639, 0.8108119359999999, 0.8383037940000001, 1.0, 1.0]"
ursus_maritimus,3187,['Polar Travel'],[0.794313128]
ailuropoda_melanoleuca,36577,"['Large Animals', 'Events and Attractions']","[0.7422521540000001, 1.0]"
plow,1787,['Commercial Trucks'],[0.718073333]
nursery,3301,"['Gardening', 'Landscaping']","[0.76103887, 0.74655118]"
transverse_flute,2098,"['Musical Instruments', 'Music and Audio']","[0.79435041, 1.0]"
redbone,13873,['Dogs'],[0.806754317]
lion,563,['Cats'],[0.773798323]
measuring_cup,12781,"['Food & Drink', 'Cooking', 'Desserts and Baking']","[0.7282241629999999, 0.840277108, 0.812902377]"
computer_mouse,37309,['Desktops'],[0.630952587]
articulated_lorry,3156,"['Commercial Trucks', 'Logistics and Transportation Industry']","[0.920690529, 0.722615795]"
lycaon_pictus,7016,['Dogs'],[0.8524347859999999]
estate_car,13484,"['Station Wagon', 'Travel']","[0.978162367, 1.0]"
malamute,23810,['Dogs'],[0.7490479729999999]
hautboy,39259,['Musical Instruments'],[0.8223355170000001]
bobtail,15366,['Dogs'],[0.79385823]
cypripedium_calceolus,8642,"['Flower Shopping', 'Home & Garden']","[0.790135569, 1.0]"
broccoli,7104,"['Cooking', 'Healthy Living']","[0.756586269, 1.0]"
dragon_lizard,12182,['Reptiles'],[0.7850878370000001]
panda_bear,12508,"['Large Animals', 'Events and Attractions']","[0.7422521540000001, 1.0]"
sewing_machine,4692,"['Apparel Industry', 'Consumer Electronics', 'Style & Fashion', 'Hobbies & Interests']","[0.724951129, 0.718582527, 1.0, 1.0]"
water_buffalo,1367,['Large Animals'],[0.7506359029999999]
monkey_dog,6757,"['Pets', 'Dogs']","[0.7476108859999999, 0.839695656]"
sport_car,55146,"['Sports', 'Automotive', 'Auto Body Styles', 'Convertible', 'Luxury Cars', 'Auto Type', 'Auto Shows', 'Auto Rentals', 'Automotive Industry', 'Travel']","[0.813943905, 0.8118066709999999, 0.8127584729999999, 0.7818099470000001, 0.911262051, 0.791927815, 0.85202909, 0.816438214, 0.7332746290000001, 0.694494637]"
devilfish,40194,['Large Animals'],[0.7262935159999999]
varanus_komodoensis,31799,['Reptiles'],[0.7850878370000001]
samoyede,12786,"['Pets', 'Dogs']","[0.7252748440000001, 0.819489647]"
hay,641,"['Food & Drink', 'Home & Garden']","[1.0, 1.0]"
golden_retriever,2425,"['Pets', 'Dogs']","[0.763938316, 0.856236187]"
mortar,3226,"['Barbecues and Grilling', 'Cooking', 'Home & Garden']","[0.730864518, 0.8481564709999999, 1.0]"
brambling,4818,['Birds'],[0.8941372040000001]
pitcher,2405,['Cooking'],[0.75476654]
affenpinscher,27648,"['Pets', 'Dogs']","[0.7476108859999999, 0.839695656]"
megalith,7716,['Outdoor Activities'],[0.7127958870000001]
printer,1449,"['Technology & Computing', 'Consumer Electronics']","[0.722463953, 0.831787798]"
walker_foxhound,38967,['Dogs'],[0.780741481]
tabby_cat,19,"['Pets', 'Cats']","[0.7246589790000001, 0.8790887909999999]"
china_closet,70545,"['Makeup and Accessories', 'Bath and Shower', 'Travel Accessories', 'Asia Travel', 'Australia and Oceania Travel', 'Style & Fashion']","[0.720683049, 0.727186055, 0.716546309, 0.67252889, 0.688375218, 1.0]"
people,4181,"['Single Life', 'Education industry', 'Primary Education', 'Events and Attractions', 'Parks & Nature', 'Personal Celebrations & Life Events', 'Religious Events', 'Theater Venues and Events', 'Family and Relationships', 'Daycare and Pre-School', 'Single Life', 'Healthy Living', 'Pop Culture', 'Religion & Spirituality', 'Education', 'Hobbies & Interests', 'Parenting', 'Personal Celebrations & Life Events', 'Family and Relationships', 'Single Life', 'Dining Out', 'Healthy Living', 'Religion & Spirituality', 'Pop Culture', 'Books and Literature', 'Education industry', 'Religious Events', 'Family and Relationships', 'World Cuisines', 'Pop Culture', 'Religion & Spirituality', 'South America Travel']","[0.533438917, 0.7305022790000001, 0.7119860109999999, 0.716033225, 0.721101277, 0.81979775, 0.755230189, 0.7118126379999999, 0.8200355779999999, 0.722204669, 0.847658516, 0.827655068, 0.7235511290000001, 0.72966838, 0.709703924, 0.690710009, 0.616295797, 0.7435259, 0.7851478390000001, 0.7972067909999999, 0.754807742, 0.862502883, 0.669440419, 0.684878543, 0.717812751, 0.733027558, 0.79559341, 0.7603110259999999, 0.74036823, 0.8082786059999999, 0.73231751, 0.711102441]"
sax,8466,"['Musical Instruments', 'Music and Audio']","[0.823355815, 1.0]"
wallet,1625,"[""Women's Handbags and Wallets""]",[0.747856986]
tray,367,['Dining Out'],[0.753464424]
road,5311,"['Automotive', 'Commercial Trucks', 'Station Wagon', 'Pickup Trucks', 'Green Vehicles', 'Luxury Cars', 'Auto Type', 'Auto Parts', 'Auto Repair', 'Auto Rentals', 'Logistics and Transportation Industry', 'Automotive Industry', 'North America Travel', 'South America Travel']","[0.778019977, 0.773104461, 0.7267403, 0.746348399, 0.795113595, 0.7987588309999999, 0.7709021140000001, 0.796000138, 0.781789024, 0.771035673, 0.721153664, 0.7541276109999999, 0.7375791209999999, 0.7329757109999999]"
irish_water_spaniel,71371,"['Pets', 'Dogs']","[0.736250541, 0.826813822]"
ewer,14536,['Cooking'],[0.75476654]
solar_dish,30755,['Technology Industry'],[0.741753036]
malemute,11040,['Dogs'],[0.7490479729999999]
persian_cat,14157,['Pets'],[0.765027738]
ski,471,"['Sports', 'Outdoor Activities', 'Travel']","[0.85044192, 0.77790012, 0.682026013]"
norfolk_terrier,6589,"['Pets', 'Dogs']","[0.757564217, 0.828581607]"
volleyball,5437,['Sports'],[0.73550146]
filing_cabinet,17111,"['Business and Finance', 'Home & Garden']","[1.0, 1.0]"
cocker,2996,['Dogs'],[0.77933547]
dog_sleigh,69914,"['Dogs', 'Sports']","[0.797075236, 1.0]"
flagpole,7093,['Sports'],[1.0]
website,1337,"['Business and Finance', 'Education industry', 'Entertainment Industry', 'Financial Industry', 'Media Industry', 'Retail Industry', 'Technology Industry', 'Dating']","[0.73599898, 0.7756112609999999, 0.739853487, 0.759261401, 0.789649765, 0.7459666290000001, 0.760978223, 0.671098857]"
chocolate_sauce,5954,"['Food Industry', 'Food & Drink', 'Alcoholic Beverages', 'Desserts and Baking', 'Non-Alcoholic Beverages', 'Food & Drink']","[0.731316306, 0.8063419270000001, 0.735024118, 0.883411698, 0.7316585109999999, 1.0]"
ballplayer,1583,['Sports'],[0.7379699209999999]
military_plane,32553,"['Aviation Industry', 'Air Travel']","[0.7569222409999999, 0.739623114]"
bathing_tub,43974,"['Home & Garden', 'Bath and Shower', 'Healthy Living', 'Medical Health']","[0.733386097, 0.952007824, 1.0, 1.0]"
hot_dog,1453,"['Food Industry', 'Food & Drink', 'Barbecues and Grilling', 'Cooking', 'Dining Out']","[0.759341193, 0.795140961, 0.713491313, 0.757636255, 0.734433538]"
coucal,2762,['Birds'],[0.7525702059999999]
flagstaff,8906,['Sports'],[1.0]
german_shepherd,18328,['Dogs'],[0.8342992440000001]
dough,1713,['Cooking'],[0.807401897]
planetarium,7040,['Space and Astronomy'],[0.757177675]
radio_reflector,85842,"['Technology Industry', 'Space and Astronomy']","[0.711560561, 0.748807625]"
ski_mask,5403,"[""Women's Clothing"", ""Men's Clothing""]","[0.792421898, 0.796290596]"
automatic_washer,17568,"['Home Appliances', 'Consumer Electronics']","[0.784225498, 0.717050335]"
go-kart,88688,"['Travel', 'Sports', 'Pop Culture']","[1.0, 1.0, 1.0]"
german_short-haired_pointer,60107,['Dogs'],[0.789788816]
polar_bear,3188,['Polar Travel'],[0.794313128]
shower_curtain,7645,['Bath and Shower'],[0.8621097940000001]
waffle_iron,12536,['Consumer Electronics'],[0.7569473959999999]
tow_car,27875,"['Commercial Trucks', 'Pickup Trucks', 'Road-Side Assistance']","[0.813929652, 0.8451799520000001, 0.755052646]"
mask,2595,"['Apparel Industry', ""Women's Clothing"", ""Men's Clothing""]","[0.731801652, 0.805906635, 0.809783685]"
typewriter_keyboard,6547,['Consumer Electronics'],[0.7637909740000001]
world,25812,"['Hospitality Industry', 'Events and Attractions', 'Personal Celebrations & Life Events', 'World Cuisines', 'Hotel Properties', 'Flower Shopping', 'Holiday Shopping', 'Travel', 'Travel Locations', 'Africa Travel', 'Asia Travel', 'Australia and Oceania Travel', 'Europe Travel', 'North America Travel', 'South America Travel', 'Hotels and Motels', 'Rail Travel', 'Air Travel', 'Beach Travel', 'Cruises']","[0.7551545540000001, 0.7879134940000001, 0.794054776, 0.759310643, 0.7433559059999999, 0.7111621309999999, 0.841930944, 0.801629287, 0.79575033, 0.7963498720000001, 0.7900910090000001, 0.78419554, 0.810894697, 0.803740311, 0.8082011109999999, 0.749554374, 0.733003031, 0.782291457, 0.8334856620000001, 0.723747413]"
automobile,9098,"['Automotive', 'Commercial Trucks', 'Station Wagon', 'Pickup Trucks', 'Green Vehicles', 'Luxury Cars', 'Auto Type', 'Auto Parts', 'Auto Repair', 'Auto Rentals', 'Logistics and Transportation Industry', 'Automotive Industry', 'North America Travel', 'South America Travel']","[0.778019977, 0.773104461, 0.7267403, 0.746348399, 0.795113595, 0.7987588309999999, 0.7709021140000001, 0.796000138, 0.781789024, 0.771035673, 0.721153664, 0.7541276109999999, 0.7375791209999999, 0.7329757109999999]"
miniature_schnauzer,60585,"['Pets', 'Dogs']","[0.7490372209999999, 0.831478243]"
mixing_bowl,7680,"['Cooking', 'Desserts and Baking']","[0.8589658720000001, 0.824374065]"
siamese_cat,5183,"['Pets', 'Cats']","[0.746036329, 0.856637106]"
stove,436,"['Cooking', 'Home Appliances']","[0.734997725, 0.814652039]"
egretta_caerulea,21899,['Birds'],[0.804940633]
rucksack,24984,"['Travel Accessories', 'Education']","[0.714945823, 1.0]"
barometer,1413,"['Consumer Electronics', 'Science']","[0.75392907, 1.0]"
crossword_puzzle,15116,['Games and Puzzles'],[0.815313196]
marimba,3619,"['Musical Instruments', 'Music and Audio']","[0.7998789059999999, 1.0]"
tiger,1295,['Cats'],[0.7462262590000001]
shopping,10464,"['Malls & Shopping Centers', 'Retail Property', 'Shopping', 'Flower Shopping', 'Grocery Shopping', 'Holiday Shopping']","[0.865212072, 0.719131381, 0.931252259, 0.855234595, 0.90131571, 0.881993464]"
laboratory_coat,90895,"[""Women's Clothing"", ""Women's Formal Wear"", ""Men's Clothing"", ""Men's Formal Wear""]","[0.7571085040000001, 0.745370869, 0.770362854, 0.7661391740000001]"
tow_truck,11435,"['Commercial Trucks', 'Pickup Trucks', 'Road-Side Assistance']","[0.813929652, 0.8451799520000001, 0.755052646]"
italian_greyhound,42478,"['Pets', 'Dogs']","[0.7227637640000001, 0.8248360229999999]"
pizza,1599,"['Food Industry', 'Cooking', 'Dining Out', 'Grocery Shopping']","[0.767042443, 0.799883927, 0.740637275, 0.723208683]"
yellow_lady-slipper,37908,"['Flower Shopping', 'Home & Garden']","[0.790135569, 1.0]"
bulletproof_vest,34460,"['Apparel Industry', 'Science', 'Technology & Computing']","[0.715142258, 1.0, 1.0]"
puck,2039,['Sports'],[0.7598088959999999]
pug,822,"['Pets', 'Dogs']","[0.789188837, 0.863065583]"
