left,right,score
fork,Malls & Shopping Centers,0.7873286604881287
fork,Malls & Shopping Centers,0.7873286604881287
screw,Zoos & Aquariums,0.787291407585144
cock,Malls & Shopping Centers,0.7872750759124756
cream,Home & Garden,0.7872347831726074
coast,Land and Farms,0.7872263193130493
coast,Land and Farms,0.7872263193130493
coconut,Movies,0.7872205376625061
belt,Home & Garden,0.7871933579444885
stable,Hotel Properties,0.7871902585029602
hook,Reptiles,0.7871823310852051
bullet,Malls & Shopping Centers,0.7871809005737305
clothing,Casinos & Gambling,0.7871718406677246
castle,Hotel Properties,0.7871509790420532
castle,Hotel Properties,0.7871509790420532
castle,Hotel Properties,0.7871509790420532
gown,Prom,0.7871090769767761
clapping,Women's Shoes and Footwear,0.7870867252349854
clapping,Women's Shoes and Footwear,0.7870867252349854
lamp,Home & Garden,0.7870866656303406
refrigerator,Birds,0.7870545983314514
refrigerator,Birds,0.7870545983314514
refrigerator,Birds,0.7870545983314514
belt,Women's Handbags and Wallets,0.7870345711708069
taco,Coupe,0.787027895450592
file,Music and Audio,0.7870118021965027
coconut,Events and Attractions,0.7869879007339478
ferret,Minivan,0.7869142889976501
bust,Music and Audio,0.7869102954864502
jack,Children's Games and Toys,0.7869037985801697
tea,Polar Travel,0.7868996262550354
coconut,Cooking,0.7868905067443848
waiting_in_line,Minivan,0.7868722081184387
doughnut,Cooking,0.7868417501449585
mule,Camping,0.7868013381958008
bowling,Sports,0.7867811918258667
funk,Sports,0.7867504358291626
chopper,Reptiles,0.7867439985275269
purse,Zoos & Aquariums,0.7866695523262024
banana,Cats,0.7866676449775696
banana,Cats,0.7866676449775696
banana,Cats,0.7866676449775696
rabbit,Birds,0.7866480946540833
tea,Desserts and Baking,0.786579430103302
park,Land and Farms,0.7865498065948486
cookie,Malls & Shopping Centers,0.7865021824836731
rubber,Bath and Shower,0.7865006923675537
spike,Musical Instruments,0.7864764928817749
puff,Land and Farms,0.7864694595336914
hot_spring,Zoos & Aquariums,0.7864425182342529
airplane,Land and Farms,0.7864293456077576
airplane,Land and Farms,0.7864293456077576
airplane,Land and Farms,0.7864293456077576
nematode,Birds,0.7864168882369995
mailbox,Movies,0.7863913774490356
kitchen,Home & Garden,0.7863836288452148
velvet,Women's Handbags and Wallets,0.7863688468933105
worm,Television,0.7863589525222778
mail,Houses,0.7863545417785645
juice,Fitness and Exercise,0.7863448858261108
tool,Hotel Properties,0.7863442301750183
flying_kite,Beauty,0.7863328456878662
park,Hotel Properties,0.786324143409729
speaker,Polar Travel,0.7863132357597351
farm,Home & Garden,0.7862859964370728
porch,Bars & Restaurants,0.7862629294395447
porch,Bars & Restaurants,0.7862629294395447
shed,Birds,0.7862431406974792
mailbox,Theater Venues and Events,0.7862354516983032
mug,Birds,0.7862052321434021
tower,Land and Farms,0.7862018942832947
tower,Land and Farms,0.7862018942832947
jeans,Hotel Properties,0.7861799597740173
grape,Hotel Properties,0.7861514091491699
grape,Zoos & Aquariums,0.786130428314209
loggerhead,Minivan,0.7861222624778748
drawer,Games and Puzzles,0.7861207723617554
quill,Houses,0.7860665321350098
rumble,Minivan,0.7860640287399292
steam,Retail Industry,0.7860543131828308
silence,Television,0.7860354781150818
pole_vault,Minivan,0.7860344052314758
ding,Zoos & Aquariums,0.7860260009765625
weapon,Theater Venues and Events,0.7860233187675476
cock,Musical Instruments,0.7860184907913208
window,Theater Venues and Events,0.785971462726593
silence,Women's Handbags and Wallets,0.7859350442886353
shed,Prom,0.7859258055686951
rooster,Zoos & Aquariums,0.7859047651290894
sock,Home & Garden,0.7858906388282776
sock,Home & Garden,0.7858906388282776
library,Theater Venues and Events,0.7858514785766602
kitchen,Movies,0.7858357429504395
rub,Fitness and Exercise,0.7857219576835632
bomb,Travel,0.7857087254524231
toy,Movies,0.78566974401474
coast,Bars & Restaurants,0.7856629490852356
coast,Bars & Restaurants,0.7856629490852356
rock_and_roll,Music and Audio,0.7856517434120178
container,Travel,0.7856384515762329
glasses,Bars & Restaurants,0.7856354117393494
picnic_basket,Zoos & Aquariums,0.7856265902519226
bomb,Medical Health,0.7856221199035645
screw,Casinos & Gambling,0.7856159210205078
rocker,Hotel Properties,0.7855978608131409
cock,Bath and Shower,0.7855762243270874
doughnut,Bars & Restaurants,0.7855722904205322
typing,Zoos & Aquariums,0.7855671048164368
shed,Casinos & Gambling,0.7855581641197205
pear,Education industry,0.7855499386787415
seafood,Zoos & Aquariums,0.7854893207550049
cocker,Pets,0.785487711429596
basketball,Children's Games and Toys,0.7854771018028259
coast,Home & Garden,0.7854687571525574
coast,Home & Garden,0.7854687571525574
stable,Cameras and Camcorders,0.7854612469673157
shed,Hotel Properties,0.7854598760604858
playing_basketball,Home & Garden,0.7854240536689758
trousers,Women's Jewelry and Watches,0.7854177951812744
smash,Women's Handbags and Wallets,0.7853929996490479
cannon,Land and Farms,0.7853745222091675
cannon,Land and Farms,0.7853745222091675
piano,Bars & Restaurants,0.7853676080703735
piano,Bars & Restaurants,0.7853676080703735
coconut,Pets,0.7853465676307678
castle,Home & Garden,0.785333514213562
castle,Home & Garden,0.785333514213562
castle,Home & Garden,0.785333514213562
mouse,Home & Garden,0.7853201627731323
mouse,Home & Garden,0.7853201627731323
mouse,Home & Garden,0.7853201627731323
mouse,Home & Garden,0.7853201627731323
scrape,Music and Audio,0.7853090763092041
wallet,Casinos & Gambling,0.7853017449378967
candle,Houses,0.7852808237075806
candle,Houses,0.7852808237075806
cream,Hotel Properties,0.7852691411972046
fast_food,Malls & Shopping Centers,0.7852675318717957
coconut,Birds,0.7852373719215393
tool,Concerts & Music Events,0.7852346897125244
fast_food,Land and Farms,0.7852286100387573
glasses,Women's Handbags and Wallets,0.7852268815040588
bedroom,Bath and Shower,0.7852190136909485
coach,Malls & Shopping Centers,0.7852179408073425
smash,Birds,0.7852128148078918
attic,Cats,0.7851898074150085
mule,Dogs,0.7851832509040833
dessert,Birds,0.7851637005805969
safe,Birds,0.7851611375808716
drum_and_bass,Zoos & Aquariums,0.7851547598838806
vehicle,Malls & Shopping Centers,0.7851088643074036
vehicle,Malls & Shopping Centers,0.7851088643074036
doughnut,Casinos & Gambling,0.7851054668426514
rubber,Prom,0.7850889563560486
file,Shopping,0.7850841879844666
inside,Bars & Restaurants,0.7850560545921326
inside,Bars & Restaurants,0.7850560545921326
inside,Bars & Restaurants,0.7850560545921326
strum,Women's Shoes and Footwear,0.7849751710891724
lizard,Dogs,0.7849715948104858
fireplace,Television,0.7849705219268799
furniture,Birthday,0.7849447131156921
shed,Musical Instruments,0.7848859429359436
doll,Bath and Shower,0.7848807573318481
nematode,Education industry,0.7848787307739258
opera,Birds,0.7848660945892334
bath,Birds,0.7848460078239441
juice,Women's Jewelry and Watches,0.7848129272460938
bullet,Music and Audio,0.7847849726676941
bowling,Home & Garden,0.7847638726234436
tool,Dogs,0.7847304940223694
belt,Bath and Shower,0.7847297191619873
pear,Events and Attractions,0.7846885919570923
underground,Prom,0.7846840023994446
trifle,Zoos & Aquariums,0.7846754193305969
screw,Birds,0.7846537232398987
amphibian,Travel,0.7846402525901794
glasses,Zoos & Aquariums,0.7846363186836243
nematode,Card Games,0.7846360802650452
porch,Birds,0.7846314311027527
porch,Birds,0.7846314311027527
belt,Hotel Properties,0.7846299409866333
hook,Home & Garden,0.7846260666847229
bullet,Travel,0.7846184372901917
berth,Land and Farms,0.7846112251281738
lawn,Zoos & Aquariums,0.7845934629440308
restaurant,Movies,0.7845876216888428
restaurant,Movies,0.7845876216888428
doll,Movies,0.7845723032951355
doughnut,Home & Garden,0.7845617532730103
cream,Bath and Shower,0.7845391631126404
elephant,Pets,0.7845142483711243
elephant,Pets,0.7845142483711243
fiddle,Children's Games and Toys,0.7845122218132019
fiddle,Children's Games and Toys,0.7845122218132019
dishes,Events and Attractions,0.7844926714897156
trousers,Board Games and Puzzles,0.784423828125
candle,Hotel Properties,0.7844222784042358
candle,Hotel Properties,0.7844222784042358
kite,Oral care,0.7844187021255493
kite,Oral care,0.7844187021255493
kite,Oral care,0.7844187021255493
cat,Cats,0.784394383430481
cat,Cats,0.784394383430481
cat,Cats,0.784394383430481
radio,Music and Audio,0.7843644022941589
radio,Music and Audio,0.7843644022941589
refrigerator,Zoos & Aquariums,0.7843289971351624
refrigerator,Zoos & Aquariums,0.7843289971351624
refrigerator,Zoos & Aquariums,0.7843289971351624
hands,Pets,0.7843256592750549
library,Shopping,0.7842803597450256
mule,Music and Audio,0.7842733860015869
mule,Education industry,0.7842351198196411
caterpillar,Shopping,0.7842185497283936
glasses,Birds,0.7842046022415161
blues,Casinos & Gambling,0.7841712236404419
hip,Cats,0.7841684818267822
puff,Makeup and Accessories,0.7841104865074158
tortoise,Pop Culture,0.7840833067893982
trousers,Hotel Properties,0.7840486764907837
squat,Home & Garden,0.7840409874916077
tea,Education industry,0.7840102314949036
pond,Malls & Shopping Centers,0.7839365005493164
pole,Birds,0.7839351892471313
screen,Bath and Shower,0.7839184403419495
coast,Hotel Properties,0.7839020490646362
coast,Hotel Properties,0.7839020490646362
speaker,Women's Jewelry and Watches,0.7838647365570068
tea,Concerts & Music Events,0.7838623523712158
dyke,Movies,0.7838321328163147
blowfish,Bars & Restaurants,0.7838266491889954
hook,Hotel Properties,0.7838051319122314
hen,Sedan,0.7838011980056763
rubber,Sports,0.7837957143783569
skateboard,Land and Farms,0.7837914228439331
skateboard,Land and Farms,0.7837914228439331
skateboard,Land and Farms,0.7837914228439331
bullet,Movies,0.783790647983551
hook,Coupe,0.7837901711463928
mug,Oral care,0.7837557196617126
hat,Malls & Shopping Centers,0.7837281227111816
trousers,Cooking,0.7837215662002563
rocker,Home & Garden,0.7837150692939758
grocery_store,Malls & Shopping Centers,0.7837129831314087
fork,Hotel Properties,0.783706545829773
fork,Hotel Properties,0.783706545829773
pear,Dogs,0.7836759090423584
banana,Cooking,0.7836734652519226
banana,Cooking,0.7836734652519226
banana,Cooking,0.7836734652519226
bust,Cats,0.7836546897888184
reading_book,Concerts & Music Events,0.7836334109306335
pineapple,Polar Travel,0.7836254239082336
pineapple,Polar Travel,0.7836254239082336
hat,Casinos & Gambling,0.7835950255393982
kettle,Daycare and Pre-School,0.7835537195205688
napkin,Bath and Shower,0.7834981083869934
croak,Houses,0.7834802865982056
stool,Games and Puzzles,0.7834769487380981
tea,Music and Audio,0.7834759950637817
canary,Land and Farms,0.783456563949585
puff,Theater Venues and Events,0.7834092378616333
stool,Pets,0.7834087610244751
television,Music and Audio,0.7834077477455139
television,Music and Audio,0.7834077477455139
television,Music and Audio,0.7834077477455139
television,Music and Audio,0.7834077477455139
coconut,Beach Travel,0.7833967804908752
skull,Daycare and Pre-School,0.783386766910553
dam,Polar Travel,0.7833425998687744
dam,Polar Travel,0.7833425998687744
restaurant,Home & Garden,0.7833164930343628
restaurant,Home & Garden,0.7833164930343628
human_head,Hobbies & Interests,0.7833158373832703
candle,Theater Venues and Events,0.7833139896392822
candle,Theater Venues and Events,0.7833139896392822
opera,Concerts & Music Events,0.783306360244751
trousers,Cats,0.7832898497581482
nematode,Malls & Shopping Centers,0.7832845449447632
file,Birds,0.7832608222961426
candle,Home & Garden,0.783254086971283
candle,Home & Garden,0.783254086971283
pour,Malls & Shopping Centers,0.783246636390686
file,Cooking,0.7832377552986145
pantry,Women's Handbags and Wallets,0.7832270264625549
stage,Theater Venues and Events,0.7832129001617432
wrestling,Zoos & Aquariums,0.7832061648368835
berth,Beauty,0.7831984758377075
bath,Malls & Shopping Centers,0.7831969857215881
spray,Bath and Shower,0.7831832766532898
napkin,Hotel Properties,0.7831647396087646
fireplace,Makeup and Accessories,0.7831613421440125
tennis_racket,Graduation,0.7831528782844543
tennis_racket,Graduation,0.7831528782844543
monastery,Pets,0.7831496000289917
drum,Houses,0.7831401228904724
drum,Houses,0.7831401228904724
drum,Houses,0.7831401228904724
vibration,Coupe,0.7831390500068665
stable,Education industry,0.783132016658783
desk,Women's Handbags and Wallets,0.7831156253814697
desk,Women's Handbags and Wallets,0.7831156253814697
cock,Women's Jewelry and Watches,0.783095121383667
shed,Cameras and Camcorders,0.7830785512924194
silence,Style & Fashion,0.7830761075019836
furniture,Women's Clothing,0.7830691337585449
knitting,Home & Garden,0.7830231785774231
porch,Theater Venues and Events,0.7829715609550476
porch,Theater Venues and Events,0.7829715609550476
metro,Parks & Nature,0.7829694747924805
mule,Theater Venues and Events,0.7829468250274658
pear,Hotel Properties,0.7829105257987976
caterpillar,Television,0.7828873991966248
ram,Theater Venues and Events,0.7828674912452698
doughnut,Music and Audio,0.7828602194786072
hook,Women's Handbags and Wallets,0.7828596830368042
drink,Birds,0.7828559875488281
hack,Pets,0.7828555107116699
bomb,Fitness and Exercise,0.7828547358512878
rub,Women's Handbags and Wallets,0.7828492522239685
shed,Fitness and Exercise,0.7828474044799805
outside,Games and Puzzles,0.7828367948532104
outside,Games and Puzzles,0.7828367948532104
belt,Beach Travel,0.7828176617622375
raven,Houses,0.7827932238578796
helix,Zoos & Aquariums,0.7827839255332947
juice,Land and Farms,0.78277987241745
wrestling,Birds,0.7827537059783936
hay,Prom,0.7827467322349548
mule,Sedan,0.7827463150024414
mouse,Zoos & Aquariums,0.7827451825141907
mouse,Zoos & Aquariums,0.7827451825141907
mouse,Zoos & Aquariums,0.7827451825141907
mouse,Zoos & Aquariums,0.7827451825141907
cocktail,Card Games,0.7827367782592773
cocktail,Home & Garden,0.7827286124229431
cocktail,Casinos & Gambling,0.7827232480049133
rub,Theater Venues and Events,0.7826854586601257
beaver,Malls & Shopping Centers,0.7826834321022034
shed,Concerts & Music Events,0.7826812267303467
toucan,Beauty,0.7826762199401855
tap,Malls & Shopping Centers,0.7826641201972961
tap,Malls & Shopping Centers,0.7826641201972961
speaker,Hotel Properties,0.7826498746871948
hen,Malls & Shopping Centers,0.7826206684112549
hook,Birds,0.7826160192489624
desk,Bath and Shower,0.7826109528541565
desk,Bath and Shower,0.7826109528541565
bust,Concerts & Music Events,0.7826070189476013
cake,Desserts and Baking,0.7826064229011536
cake,Desserts and Baking,0.7826064229011536
clothing,Women's Jewelry and Watches,0.7825835943222046
basement,Hotel Properties,0.7825763821601868
shed,Land and Farms,0.7825244069099426
wolves,Convertible,0.7825175523757935
hen,Casinos & Gambling,0.7825101017951965
swan,Musical Instruments,0.7825020551681519
bedroom,Bars & Restaurants,0.7825008034706116
tower,Cats,0.7824982404708862
tower,Cats,0.7824982404708862
woodpecker,Casinos & Gambling,0.7824893593788147
tool,Shopping,0.7824864387512207
belt,Zoos & Aquariums,0.7824520468711853
icebox,Houses,0.7824492454528809
rocker,Oral care,0.782376766204834
dam,Bath and Shower,0.7823582291603088
dam,Bath and Shower,0.7823582291603088
howler_monkey,Beauty,0.7823443412780762
gazelle,Hobbies & Interests,0.7823442816734314
belt,Bars & Restaurants,0.7823277115821838
napkin,Movies,0.7823257446289062
rock_music,Casinos & Gambling,0.782313346862793
bust,Home & Garden,0.7823103070259094
furniture,Card Games,0.7823044657707214
cock,Birds,0.7822901606559753
pasture,Zoos & Aquariums,0.7822866439819336
rubber,Perfume and Fragrance,0.7822851538658142
smash,Children's Games and Toys,0.782260000705719
basketball,Malls & Shopping Centers,0.7822445034980774
blues,Malls & Shopping Centers,0.782234787940979
farm,Zoos & Aquariums,0.7822273373603821
bomb,Music and Audio,0.782194197177887
sunflower,Pop Culture,0.7821727991104126
drawer,Malls & Shopping Centers,0.7821599841117859
bath,Children's Games and Toys,0.7821499109268188
tomato,Events and Attractions,0.7821370959281921
purr,Women's Shoes and Footwear,0.7821366786956787
inside,Dogs,0.7821203470230103
inside,Dogs,0.7821203470230103
inside,Dogs,0.7821203470230103
tower,Women's Handbags and Wallets,0.7821123600006104
tower,Women's Handbags and Wallets,0.7821123600006104
disco,Beauty,0.7821077108383179
drum_and_bass,Houses,0.7820369005203247
corn,Barbecues and Grilling,0.7820289134979248
rubber,Comedy Events,0.7820287346839905
cannon,Dogs,0.7820250988006592
cannon,Dogs,0.7820250988006592
bust,Bath and Shower,0.7820237278938293
inside,Casinos & Gambling,0.7820124626159668
inside,Casinos & Gambling,0.7820124626159668
inside,Casinos & Gambling,0.7820124626159668
grand,Pets,0.7820121645927429
explosion,Fitness and Exercise,0.7820096015930176
underground,Card Games,0.7819976210594177
candy,Movies,0.7819951176643372
sneeze,Casinos & Gambling,0.7819784879684448
skiing,Sedan,0.7819750905036926
cradle,Birds,0.7819719314575195
clothing,Sedan,0.7819677591323853
building,Zoos & Aquariums,0.7819631099700928
man,Women's Handbags and Wallets,0.7819480299949646
frog,Bars & Restaurants,0.7819167971611023
frog,Bars & Restaurants,0.7819167971611023
vehicle,Sedan,0.7819163799285889
vehicle,Sedan,0.7819163799285889
fox,Zoos & Aquariums,0.78187096118927
cannon,Games and Puzzles,0.7818708419799805
cannon,Games and Puzzles,0.7818708419799805
popcorn,Musical Instruments,0.7818679809570312
silence,Zoos & Aquariums,0.7818402051925659
sneeze,Games and Puzzles,0.7818318605422974
bomb,Women's Handbags and Wallets,0.7818244695663452
cannon,Beach Travel,0.7818202972412109
cannon,Beach Travel,0.7818202972412109
goat,Zoos & Aquariums,0.7818164229393005
goat,Zoos & Aquariums,0.7818164229393005
tool,Pets,0.7818034291267395
cradle,Children's Games and Toys,0.7817907333374023
bullet,Games and Puzzles,0.7817897200584412
closet,Oral care,0.7817885279655457
closet,Oral care,0.7817885279655457
closet,Oral care,0.7817885279655457
coconut,Education industry,0.7817865610122681
drawing,Malls & Shopping Centers,0.7817327380180359
refrigerator,Movies,0.7816984057426453
refrigerator,Movies,0.7816984057426453
refrigerator,Movies,0.7816984057426453
choir,Card Games,0.7816576957702637
jack,Bars & Restaurants,0.7816569209098816
closet,Cats,0.7816508412361145
closet,Cats,0.7816508412361145
closet,Cats,0.7816508412361145
jack,Movies,0.7816486358642578
reading_book,Hotel Properties,0.7816359996795654
kite,Cats,0.7816359400749207
kite,Cats,0.7816359400749207
kite,Cats,0.7816359400749207
toy,Education industry,0.7816129922866821
smash,Travel,0.7816062569618225
trousers,Travel,0.7815979719161987
outside,Theater Venues and Events,0.781583309173584
outside,Theater Venues and Events,0.781583309173584
nematode,Land and Farms,0.7815800309181213
coconut,Women's Handbags and Wallets,0.7815696597099304
outside,Beauty,0.7815356850624084
outside,Beauty,0.7815356850624084
belt,Barbecues and Grilling,0.7815169095993042
worm,Games and Puzzles,0.781514048576355
furniture,Desserts and Baking,0.7814949750900269
belt,Style & Fashion,0.7814943790435791
weasel,Movies,0.7814695239067078
hen,Barbecues and Grilling,0.7814467549324036
rattle,Children's Games and Toys,0.7814229130744934
restaurant,Cooking,0.7813946604728699
restaurant,Cooking,0.7813946604728699
drink,Casinos & Gambling,0.781368613243103
jack,Bath and Shower,0.7813655138015747
bath,Bars & Restaurants,0.7813648581504822
drum,Zoos & Aquariums,0.7813577055931091
drum,Zoos & Aquariums,0.7813577055931091
drum,Zoos & Aquariums,0.7813577055931091
dowitcher,Hobbies & Interests,0.7813065648078918
dishes,Movies,0.781286358833313
restaurant,Bath and Shower,0.7812767624855042
restaurant,Bath and Shower,0.7812767624855042
beaver,Style & Fashion,0.781266987323761
space_bar,Minivan,0.7812617421150208
box_turtle,Movies,0.7812339067459106
pizza,Barbecues and Grilling,0.7812237739562988
pizza,Barbecues and Grilling,0.7812237739562988
pizza,Barbecues and Grilling,0.7812237739562988
window_screen,Birds,0.7812193632125854
rubber,Desserts and Baking,0.7812169790267944
deer,Cats,0.7811923623085022
bullet,Dogs,0.7811888456344604
bee,Malls & Shopping Centers,0.7811784744262695
bee,Malls & Shopping Centers,0.7811784744262695
bee,Malls & Shopping Centers,0.7811784744262695
envelope,Retail Industry,0.7811533212661743
envelope,Retail Industry,0.7811533212661743
bust,Birds,0.7811387777328491
knock,Zoos & Aquariums,0.78113853931427
cricket,Hotel Properties,0.781119167804718
cricket,Hotel Properties,0.781119167804718
smash,Television,0.7811189293861389
drawer,Women's Handbags and Wallets,0.7811168432235718
orchestra,Theater Venues and Events,0.7811145782470703
reading_book,Prom,0.7811064720153809
screw,Board Games and Puzzles,0.7810506820678711
porch,Malls & Shopping Centers,0.7810291647911072
porch,Malls & Shopping Centers,0.7810291647911072
napkin,Malls & Shopping Centers,0.7809984683990479
rocker,Children's Games and Toys,0.7809980511665344
peacock,Comedy Events,0.7809967994689941
weapon,Books and Literature,0.7809831500053406
rock_music,Music and Audio,0.7809320092201233
shed,Card Games,0.78091961145401
light_bulb,Landscaping,0.7808806300163269
nematode,Women's Handbags and Wallets,0.780866801738739
container,Land and Farms,0.7808637022972107
mule,Beach Travel,0.780859649181366
hands,Events and Attractions,0.7808377742767334
hook,Pets,0.7808222770690918
desk,Cats,0.7808151841163635
desk,Cats,0.7808151841163635
kite,Card Games,0.7808031439781189
kite,Card Games,0.7808031439781189
kite,Card Games,0.7808031439781189
pole,Sedan,0.780786395072937
reading_book,Retail Industry,0.7807473540306091
underground,Home & Garden,0.7807470560073853
automatic_teller_machine,Women's Shoes and Footwear,0.7807441353797913
stable,Remodeling & Construction,0.7807426452636719
jack,Games and Puzzles,0.7807410955429077
tap,Travel,0.7807320356369019
tap,Travel,0.7807320356369019
harp,Musical Instruments,0.7807220220565796
harp,Musical Instruments,0.7807220220565796
harp,Musical Instruments,0.7807220220565796
harp,Musical Instruments,0.7807220220565796
ice_cream,Movies,0.780707597732544
ice_cream,Movies,0.780707597732544
juice,Musical Instruments,0.7807006239891052
pizza,Cooking,0.7806860208511353
pizza,Cooking,0.7806860208511353
pizza,Cooking,0.7806860208511353
chest,Home & Garden,0.7806558012962341
pour,Musical Instruments,0.7806400656700134
juice,Sedan,0.7806383967399597
belt,Games and Puzzles,0.7806270122528076
monastery,Zoos & Aquariums,0.780608057975769
shed,Movies,0.7805780172348022
pop,Music and Audio,0.7805471420288086
window,Musical Instruments,0.780522346496582
racecourse,Beauty,0.7804797887802124
toy,Concerts & Music Events,0.7804684638977051
belt,Cooking,0.7804611921310425
inside,Hotel Properties,0.7804515957832336
inside,Hotel Properties,0.7804515957832336
inside,Hotel Properties,0.7804515957832336
shed,Malls & Shopping Centers,0.7804367542266846
altar,Large Animals,0.7803995013237
fly,Birds,0.7803950905799866
fly,Birds,0.7803950905799866
reading_book,Remodeling & Construction,0.7803894877433777
funk,Birds,0.780375599861145
fork,Movies,0.7803754210472107
fork,Movies,0.7803754210472107
jack,Card Games,0.7803711295127869
plough,Events and Attractions,0.7803642153739929
envelope,Malls & Shopping Centers,0.7803013324737549
envelope,Malls & Shopping Centers,0.7803013324737549
pizza,Malls & Shopping Centers,0.780282735824585
pizza,Malls & Shopping Centers,0.780282735824585
pizza,Malls & Shopping Centers,0.780282735824585
park,Children's Games and Toys,0.7802553772926331
furniture,Prom,0.7802020907402039
knot,Houses,0.7801675796508789
stable,Shopping,0.7801496386528015
cream,Land and Farms,0.7801271080970764
hook,Makeup and Accessories,0.7801245450973511
revolver,Birds,0.7801215648651123
poster,Home & Garden,0.7801163196563721
jeans,Home & Garden,0.7801142930984497
basement,Malls & Shopping Centers,0.7801064252853394
pavilion,Coupe,0.7800721526145935
skiing,Fitness and Exercise,0.7800642848014832
shirt,Fitness and Exercise,0.7800558805465698
water_bottle,Beach Travel,0.7800390124320984
beaver,Women's Handbags and Wallets,0.7800236344337463
drawing,Zoos & Aquariums,0.7800204753875732
cannon,Bars & Restaurants,0.7800165414810181
cannon,Bars & Restaurants,0.7800165414810181
refrigerator,Cooking,0.7800046801567078
refrigerator,Cooking,0.7800046801567078
refrigerator,Cooking,0.7800046801567078
pour,Prom,0.7800021171569824
bath,Hotel Properties,0.779984176158905
barn,Reptiles,0.7799789309501648
barn,Reptiles,0.7799789309501648
mosquito,Polar Travel,0.7799712419509888
sailing,Events and Attractions,0.7799668908119202
smash,Bath and Shower,0.7799644470214844
rub,Children's Games and Toys,0.7799252271652222
monastery,Theater Venues and Events,0.7799197435379028
candy,Bars & Restaurants,0.7799115180969238
cock,Hotel Properties,0.7799091339111328
wrench,Sedan,0.7799065113067627
juice,Card Games,0.7799055576324463
doughnut,Land and Farms,0.7799043655395508
driving_car,Coupe,0.7798924446105957
raven,Shopping,0.7798892259597778
baseball_bat,Movies,0.7798664569854736
baseball_bat,Movies,0.7798664569854736
cocktail,Bars & Restaurants,0.7798625230789185
highway,Theater Venues and Events,0.7798460721969604
jeans,Pets,0.7798340916633606
sofa,Pets,0.7798238396644592
sofa,Pets,0.7798238396644592
lily,Birds,0.7798221111297607
website,Houses,0.779814600944519
pickup,Minivan,0.7798120379447937
stage,Musical Instruments,0.779809832572937
clothing,Style & Fashion,0.7798096537590027
trousers,Barbecues and Grilling,0.7797735929489136
pear,Travel,0.7797685861587524
tower,Games and Puzzles,0.7797659635543823
tower,Games and Puzzles,0.7797659635543823
yard,Dogs,0.7797604203224182
inside,Travel,0.7797150015830994
inside,Travel,0.7797150015830994
inside,Travel,0.7797150015830994
sock,Zoos & Aquariums,0.7796899676322937
sock,Zoos & Aquariums,0.7796899676322937
tap,Dogs,0.7796888947486877
tap,Dogs,0.7796888947486877
closet,Musical Instruments,0.7796780467033386
closet,Musical Instruments,0.7796780467033386
closet,Musical Instruments,0.7796780467033386
beaver,Cats,0.779670774936676
toy,Music and Audio,0.7796570658683777
