,item,predictions,cosine_predicted
14525,medical equipment,Technology & Computing,0.7949840550431596
14526,medical equipment,Shopping,0.7790280972616479
14527,medical equipment,Automotive,0.8045463262498711
14528,medical image,Medical Health,0.845762631164459
14529,medical staff,Medical Health,0.8437439547035819
14530,medical staff,Healthcare Industry,0.8061555166489778
14531,medicine cabinet,Medical Health,0.8302958030815273
14532,medicine cabinet,Household Supplies,0.8082241470937029
14533,medicine cabinet,Oral care,0.8000875350366279
14534,medicine cabinet,Nail Care,0.7986646503325179
14535,medicine cabinet,Shopping,0.7990496657007523
14536,medicine cabinet,Beauty,0.7919057739499169
14537,medieval,Europe Travel,0.8051644258076306
14538,medieval,Religious Events,0.8006788584725254
14539,medieval,Travel,0.7978599264070103
14540,medieval,Travel Locations,0.7748652795063584
14541,medina,Africa Travel,0.806057858056735
14542,medina,Travel,0.7905940012869118
14543,medina,Travel Locations,0.7803337676275623
14544,meditation,Religion & Spirituality,0.8305393053356117
14545,meditation,Gardening,0.8273377226933172
14546,meditation,Wellness,0.8252266715359504
14547,meditation,Shopping,0.8202976767183352
14548,meditation,Camping,0.8201678277565976
14549,meditation,Healthy Living,0.8079736431951223
14550,meditation,Fitness and Exercise,0.8059382538860912
14551,meditation,Religious Events,0.7975384467608259
14552,meditation,Home & Garden,0.7662778998313959
14553,meditation,Travel,0.7991942972607105
14554,meerkat,Cats,0.8399661492006261
14555,meerkat,Pets,0.811844673604833
14556,meet,Dating,0.8447877876484724
14557,meet,Prom,0.8198786374343613
14558,meet,Family and Relationships,0.7799402382346833
14559,meet,Events and Attractions,0.7785512290014658
14560,melon,Beauty,0.8195658015168596
14561,melon,Birthday,0.8003424529044896
14562,monument,Museums & Galleries,0.818441814207665
14563,monument,Events and Attractions,0.7849120779633698
14564,menu,Movies,0.8287162391953667
14565,menu,Shopping,0.819314880484649
14566,menu,Bars & Restaurants,0.8108332169414599
14567,menu,Food & Drink,0.8067124367042258
14568,menu,Men's Clothing,0.7984226459416296
14569,menu,Events and Attractions,0.786382150529789
14570,menu,Style & Fashion,0.7846664501560987
14571,mermaid,Beach Travel,0.800001535142614
14572,mermaid,Travel,0.7867760171644915
14573,net,Pets,0.8058949923023688
14574,mess,Sports,0.8349604121716303
14575,mess,Movies,0.8319239938380032
14576,mess,Shopping,0.8310681567560545
14577,mess,Beauty,0.8291041459064933
14578,mess,Science,0.8284725919748348
14579,mess,Dating,0.8280864195927342
14580,mess,Style & Fashion,0.7877220203420378
14581,messenger bag,Women's Handbags and Wallets,0.8613103966162529
14582,messenger bag,Travel Accessories,0.8307856031719293
14583,messenger bag,Makeup and Accessories,0.8073339362031157
14584,messenger bag,Flower Shopping,0.8045504772843125
14585,messenger bag,Men's Casual Wear,0.7998863602272004
14586,messenger bag,Women's Clothing,0.7980664275848902
14587,messenger bag,Style & Fashion,0.7972936377740538
14588,messenger bag,Travel,0.7897526705037039
14589,messenger bag,Beauty,0.785203587020908
14590,messenger bag,Shopping,0.7997100436680247
14591,metal,Sports,0.8283841205727756
14592,metal,Movies,0.8247439458523713
14593,metal,Science,0.8246886067001038
14594,metal,Beauty,0.822899905851222
14595,metal,Musical Instruments,0.8073582996899421
14596,metal,Music and Audio,0.8002841790073735
14597,metal,Style & Fashion,0.7883109352608939
14598,metal,Hobbies & Interests,0.7696088016203262
14599,metal artist,Fine Art,0.8309184246718149
14600,metal artist,Musical Instruments,0.8005241263631375
14601,metal artist,Museums & Galleries,0.7977906158006366
14602,metal artist,Hobbies & Interests,0.7684481773571752
14603,metal detector,Musical Instruments,0.797268966769007
14604,meter,Travel,0.8218938770539927
14605,meter,Convertible,0.8214859562611966
14606,meter,Movies,0.817642083908051
14607,meter,Automotive,0.785417037841524
14608,mezzanine,Convertible,0.7993311413892548
14609,microphone,Music and Audio,0.8131745416344924
14610,microphone,Musical Instruments,0.8103824044744286
14611,microphone,Cameras and Camcorders,0.803937756525563
14612,microphone,Technology & Computing,0.7728779085081411
14613,microphone,Consumer Electronics,0.7935220470801408
14614,microscope,Musical Instruments,0.7985695799200685
14615,microwave,Home Appliances,0.8392953794775099
14616,microwave,Television,0.8341882350268771
14617,microwave,Cooking,0.8326395277470671
14618,microwave,Laptops,0.8224492365671459
14619,microwave,Consumer Electronics,0.8135280297942027
14620,microwave,Home & Garden,0.770135429429681
14621,microwave,Food & Drink,0.77115395915353
14622,microwave,Technology & Computing,0.7808526125172409
14623,midnight,Graduation,0.8069718669342515
14624,milestone,Graduation,0.8328570662883703
14625,milestone,Personal Celebrations & Life Events,0.7924353803193801
14626,military uniform,Men's Clothing,0.8379533401390297
14627,military uniform,Men's Formal Wear,0.8347297549679018
14628,military uniform,Women's Clothing,0.8325128291217316
14629,military uniform,Men's Casual Wear,0.8308457031609269
14630,military uniform,Women's Formal Wear,0.8283317289952731
14631,military uniform,Style & Fashion,0.8076726768048962
14632,military uniform,Apparel Industry,0.8025198845733279
14633,milk,Food & Drink,0.8230642475895469
14634,milk,Cats,0.820356153611786
14635,milk,Land and Farms,0.7990057971602066
14636,milk,Pets,0.7719338738000949
14637,milk,Real Estate,0.7722543716333352
14638,milk can,Food & Drink,0.8043846426143072
14639,milk tea,Food & Drink,0.8030895007899841
14640,milkshake,Food & Drink,0.8148154077221108
14641,mill,Movies,0.8274110561832774
14642,mill,Dating,0.8203028002517365
14643,mill,Convertible,0.8194492021496984
14644,mill,Science,0.8180609675533843
14645,mill,Family and Relationships,0.7690142564975341
14646,mill,Automotive,0.7815133593165094
14647,mine,Movies,0.8073001273788578
14648,miner,Convertible,0.8209615291405764
14649,miner,Automotive,0.7693070273845846
14650,mineral,Beauty,0.7970989620012608
14651,mineral water,Non-Alcoholic Beverages,0.8126399501195
14652,mineral water,Food & Drink,0.7977261730722968
14653,miniskirt,Women's Clothing,0.8334366979578719
14654,miniskirt,Women's Formal Wear,0.813305221788609
14655,miniskirt,Men's Clothing,0.8031525971565677
14656,miniskirt,Style & Fashion,0.8016186393228367
14657,miniature,Convertible,0.8112690338942776
14658,miniature,Automotive,0.789084011469836
14659,minibus,Minivan,0.9029007811642102
14660,minibus,SUV,0.8419586617382397
14661,minibus,Station Wagon,0.8329615253258101
14662,minibus,Rail Travel,0.8260661512060181
14663,minibus,Motorcycles,0.8246123449784822
14664,minibus,Coupe,0.8227327622959424
14665,minibus,Cruises,0.8213017546401127
14666,minibus,Auto Rentals,0.8183918046705102
14667,minibus,Luxury Cars,0.8130048969191082
14668,minibus,Commercial Trucks,0.8125146667398098
14669,minibus,Green Vehicles,0.8120996655951157
14670,minibus,Pickup Trucks,0.8091855588048449
14671,minibus,Road-Side Assistance,0.8039320023475701
14672,minibus,Air Travel,0.8021129176756697
14673,minibus,Travel Accessories,0.8020254814687008
14674,minister,Education,0.8005112718625983
14675,minivan,Minivan,0.9860454749823984
14676,minivan,SUV,0.8928833501531004
14677,minivan,Station Wagon,0.8780407326517419
14678,minivan,Commercial Trucks,0.8591321238289336
14679,minivan,Pickup Trucks,0.853495930130274
14680,minivan,Green Vehicles,0.8495560918787057
14681,minivan,Auto Rentals,0.8390901517406361
14682,minivan,Coupe,0.8389271643094847
14683,minivan,Luxury Cars,0.8359693727654072
14684,minivan,Automotive,0.8258367043279156
14685,minivan,Convertible,0.8240215746874896
14686,minivan,Motorcycles,0.8228662751296032
14687,minivan,Cruises,0.8178277756627124
14688,minivan,Auto Shows,0.8174631651072524
14689,minivan,Van,0.8093871417405545
14690,mint,Beauty,0.8074945854736423
14691,mint candy,Movies,0.7718795960808281
14692,mirror,Beauty,0.8401655837877293
14693,mirror,Convertible,0.8386332661067546
14694,mirror,Movies,0.8334877444059142
14695,mirror,Style & Fashion,0.7811715018346115
14696,mirror,Automotive,0.7804045349289734
14697,mirror,Auto Body Styles,0.7874515611128463
14698,miss,Beauty,0.8325901095369507
14699,miss,Dating,0.8309890949808375
14700,miss,Prom,0.8261116717918775
14701,miss,Style & Fashion,0.775128580293238
14702,miss,Family and Relationships,0.7798505886901909
14703,missile,Cruises,0.8086634937053707
14704,missile,Travel,0.7830939148986742
14705,mission,Prom,0.8500347011835445
14706,mission,Travel,0.8445500381005071
14707,mission,Science,0.8354344360267689
14708,mission,Education,0.8339401094701389
14709,mission,Sports,0.8282572144173623
14710,mission,Dating,0.8267539104240063
14711,mission,Movies,0.8248272127189082
14712,mission,Beauty,0.8237965896894781
14713,mission,Graduation,0.822089192166646
14714,mission,Shopping,0.8185075491359965
14715,mission,Space and Astronomy,0.8039797986347925
14716,mission,Birthday,0.80178205496986
14717,mission,Events and Attractions,0.7741234464551768
14718,mission,Personal Celebrations & Life Events,0.769513740488248
14719,mistletoe,Holiday Shopping,0.801132636481557
14720,mistletoe,Shopping,0.7716234179876581
14721,mix,Convertible,0.8241532239565574
14722,mix,Movies,0.8175566529484155
14723,mix,Music and Audio,0.8071697310233603
14724,mixer,Music and Audio,0.8101490807529992
14725,mixing bowl,Cooking,0.8220299221992912
14726,mixing bowl,Desserts and Baking,0.8114631604381415
14727,mixing bowl,Food & Drink,0.7769849512053084
14728,mixture,Convertible,0.7925508759962054
14729,moat,Land and Farms,0.8000090365888515
14730,moat,Real Estate,0.7688888989345765
14731,mobility scooter,Motorcycles,0.843332105044913
14732,mobility scooter,Minivan,0.8344292594919016
14733,mobility scooter,SUV,0.8189968007693831
14734,mobility scooter,Travel Accessories,0.8087419583859043
14735,mobility scooter,Green Vehicles,0.8087008195584662
14736,mobility scooter,Auto Rentals,0.8054922620454431
14737,mobility scooter,Road-Side Assistance,0.8050821710949352
14738,mobility scooter,Automotive,0.7846870600042924
14739,mobility scooter,Travel,0.7937366788929454
14740,mobility scooter,Auto Type,0.7663034758461896
14741,model,Convertible,0.8375684256576488
14742,model,Style & Fashion,0.8080585089816639
14743,model,Automotive,0.7722306998206847
14744,model,Auto Body Styles,0.7850720747970625
14745,model car,Luxury Cars,0.8580635389420462
14746,model car,Minivan,0.84971684025517
14747,model car,Station Wagon,0.8485201063271759
14748,model car,Auto Body Styles,0.8421353801701071
14749,model car,Auto Shows,0.8417298373905442
14750,model car,Automotive,0.8406234129048167
14751,model car,Auto Type,0.8392707314529104
14752,model car,Coupe,0.8390495301922282
14753,model car,SUV,0.8388973722536841
14754,model car,Auto Parts,0.83360715811465
14755,model car,Green Vehicles,0.8326251864388682
14756,model car,Automotive Industry,0.8292524380260775
14757,model car,Commercial Trucks,0.8271194021504781
14758,model car,Auto Rentals,0.827002728469997
14759,model car,Auto Repair,0.8257937638218965
14760,model car,Convertible,0.8254951124285139
14761,modern,Movies,0.8298341482007373
14762,modern,Dating,0.8273441042305563
14763,modern,Travel,0.8272964045317556
14764,modern,Science,0.8270221971745237
14765,modern,Convertible,0.8201169737902303
14766,modern,Beauty,0.8198837500237602
14767,modern,Sports,0.8196877342291996
14768,modern,Style & Fashion,0.8182846878776838
14769,modern,Education,0.8176636856038093
14770,modern,Pop Culture,0.8164871004327621
14771,modern,Fine Art,0.8009157805492897
14772,modern,Family and Relationships,0.7732843608387323
14773,modern,Automotive,0.789511316429415
14774,modern,Auto Body Styles,0.7788029987111548
14775,modern tower,Office Property,0.8106501696668701
14776,modern tower,Real Estate,0.7653793113527644
14777,moisture,Shaving,0.7924364707552797
14778,mold,Birds,0.80517257630139
14779,mold,Pets,0.7673998297655412
14780,molding,Shaving,0.8317435403902993
14781,molding,Remodeling & Construction,0.8271229111850967
14782,molding,Cooking,0.8248090816047858
14783,molding,Landscaping,0.818253948729933
14784,molding,Home Improvement,0.7993755014559671
14785,molding,Style & Fashion,0.785858735014855
14786,molding,Home & Garden,0.7844006900422591
14787,mole,Birds,0.7944256280052764
14788,monarch,Birds,0.8103661412874574
14789,money,Beauty,0.8326278897689728
14790,money,Travel,0.8325748282123214
14791,money,Shopping,0.8321466476809691
14792,money,Movies,0.8298388775309087
14793,money,Science,0.8269336342666389
14794,money,Education,0.8253163621771302
14795,money,Sports,0.8214996824013329
14796,money,Business and Finance,0.7994681006675536
14797,money,Birthday,0.799056444453998
14798,money,Style & Fashion,0.7827025984272139
14799,monitor,Movies,0.8224647954183513
14800,monk,Cats,0.8131500453949987
14801,monk,Pets,0.7749517071547052
14802,monkey,Pets,0.8405348000398871
14803,monkey,Convertible,0.8327609413377772
14804,monkey,Cats,0.8283187300680313
14805,monkey,Beauty,0.8267271296041598
14806,monkey,Birds,0.8241926712401865
14807,monkey,Travel,0.8232922414295604
14808,monkey,Movies,0.8227769067880664
14809,monkey,Sports,0.8193217572563876
14810,monkey,Shopping,0.8177349446651359
14811,monkey,Science,0.8177267958853143
14812,monkey,Large Animals,0.8116362038311207
14813,monkey,Motorcycles,0.8032714883266946
14814,monkey,Birthday,0.8026533188586509
14815,monkey,Zoos & Aquariums,0.8014562492257487
14816,monkey,Automotive,0.7703616299771047
14817,monkey wrench,Auto Repair,0.8025474942402004
14818,monkey wrench,Automotive,0.766963996935726
14819,monochrome,Single Life,0.8043787748878133
14820,monochrome,Style & Fashion,0.8003916249441391
14821,monocycle,Motorcycles,0.8660987930096202
14822,monocycle,Minivan,0.822552792988171
14823,monocycle,Green Vehicles,0.7979443938090913
14824,monocycle,Automotive,0.7885166865546774
14825,monocycle,Auto Body Styles,0.7747380919438267
14826,monocycle,Auto Type,0.781254804868304
14827,monster truck,Commercial Trucks,0.8688544076764506
14828,monster truck,Pickup Trucks,0.8665889989872454
14829,monster truck,Minivan,0.8413925936646836
14830,monster truck,SUV,0.8361229895770109
14831,monster truck,Motorcycles,0.820870870348868
14832,monster truck,Large Animals,0.8181069821803348
14833,monster truck,Auto Shows,0.8133741948759023
14834,monster truck,Green Vehicles,0.8080584606185807
14835,monster truck,Luxury Cars,0.8029477812031034
14836,monster truck,Road-Side Assistance,0.7982235435460556
14837,monster truck,Automotive,0.7963035311438253
14838,monster truck,Auto Body Styles,0.7836511790384189
14839,moon,Space and Astronomy,0.8309426927010285
14840,moon,Movies,0.8216141118176092
14841,moon,Birthday,0.8103205643784008
14842,moon,Science,0.8085033121339106
14843,moon cake,Birthday,0.8032379805444683
14844,moon cake,Personal Celebrations & Life Events,0.7851695908124309
14845,moonlight,Space and Astronomy,0.8091199370967748
14846,moonlight,Science,0.7796328965744012
14847,moor,Birds,0.8072428922995415
14848,moor,Pets,0.7712098995612116
14849,moose,Large Animals,0.8378772536181056
14850,moose,Cats,0.8351616700102348
14851,moose,Dogs,0.831644977992628
14852,moose,Birds,0.8282573159023443
14853,moose,SUV,0.8224176415786314
14854,moose,Motorcycles,0.8036058902738453
14855,moose,Pets,0.7906176231423325
14856,moose,Automotive,0.7847211274320554
14857,swab,Shaving,0.8094332372286718
14858,moped,Motorcycles,0.8833880064533836
14859,moped,Minivan,0.8579693969139928
14860,moped,SUV,0.838288152715539
14861,moped,Green Vehicles,0.8236328025231417
14862,moped,Auto Rentals,0.8071721966078216
14863,moped,Commercial Trucks,0.8057668188355573
14864,moped,Road-Side Assistance,0.7996679142412915
14865,moped,Automotive,0.801238226621188
14866,moped,Auto Type,0.7804097879998372
14867,morning,Shaving,0.7915439611616114
14868,morning fog,Shaving,0.7904390132087584
14869,morning light,Beauty,0.8027364816125462
14870,morning sun,Beauty,0.8007143653805082
14871,mortar,Birds,0.7968952022596859
14872,mosaic,Museums & Galleries,0.806929338490864
14873,mosaic,Board Games and Puzzles,0.8044146502792549
14874,mosaic,Fine Art,0.8019776717559928
14875,mosaic,Events and Attractions,0.7685787818578237
14876,mosaic,Hobbies & Interests,0.778823046320487
14877,mosaic,Games and Puzzles,0.8121603996139055
14878,mosque,Religious Events,0.8156456882862441
14879,mosque,Museums & Galleries,0.8127708642359898
14880,mosque,Malls & Shopping Centers,0.8011377518153335
14881,mosque,Events and Attractions,0.7771215263369469
14882,mosquito,Birds,0.8225988371808309
14883,mosquito,Pets,0.7806635573446588
14884,moss,Parks & Nature,0.797973493404792
14885,motel,Hotels and Motels,0.9114967138800143
14886,motel,Hotel Properties,0.8453183372986648
14887,motel,Camping,0.8368199413772892
14888,motel,Apartments,0.8358749844777884
14889,motel,Minivan,0.8240944636307864
14890,motel,Auto Rentals,0.8148229376987615
14891,motel,Office Property,0.8097129365240178
14892,motel,Retail Property,0.8039307078181569
14893,motel,Travel Locations,0.799518546457894
14894,motel,Hospitality Industry,0.7977363706539287
14895,motel,Travel,0.8105345630160246
14896,motel,Real Estate,0.7882932642308614
14897,motel,Automotive,0.8032918716622892
14898,moth,Pets,0.8398645656117286
14899,moth,Convertible,0.8387104505418602
14900,moth,Large Animals,0.8369717153048497
14901,moth,Birds,0.8323386737206445
14902,moth,Beauty,0.8257473316428435
14903,moth,Reptiles,0.8253701538931615
14904,moth,Movies,0.8253400972399139
14905,moth,Cats,0.8232975302866041
14906,moth,Dogs,0.8205949404633692
14907,moth,Sports,0.820558556948789
14908,moth,Science,0.8205255268345257
14909,moth,Travel,0.8192794266004291
14910,moth,Motorcycles,0.8022758302322757
14911,moth,Birthday,0.7990532887970654
14912,moth,Automotive,0.7863595072533394
14913,mother,Parenting,0.8152827064866172
14914,mother,Family and Relationships,0.7775208137720248
14915,motherboard,Laptops,0.8403123178485725
14916,motherboard,Desktops,0.8178835981947167
14917,motherboard,Consumer Electronics,0.7999820602016745
14918,motherboard,Technology & Computing,0.7809700152820508
14919,motif,Beauty,0.7913880315997885
14920,motif,Style & Fashion,0.7827250198486121
14921,sport,Sports,0.9505356426254625
14922,sport,Science,0.853886720307459
14923,sport,Travel,0.8517407282195858
14924,sport,Education,0.8508775246841322
14925,sport,Outdoor Activities,0.8435129264404331
14926,sport,Shopping,0.8430334741506771
14927,sport,Movies,0.8385647126847131
14928,sport,Beauty,0.8278591272897855
14929,sport,Pets,0.8247547453573782
14930,sport,Dating,0.8224414427405601
14931,sport,Prom,0.8222377061699223
14932,sport,Fitness and Exercise,0.8215537627726824
14933,sport,Hobbies & Interests,0.8186839583480852
14934,sport,Video Gaming,0.8092518787564715
14935,sport,Card Games,0.8078745322252069
14936,motor,Motorcycles,0.8601505454890547
14937,motor,Automotive,0.8550198737207981
14938,motor,Convertible,0.8453006763284646
14939,motor,Minivan,0.844178469855307
14940,motor,Travel,0.8397213270645791
14941,motor,SUV,0.8383730258837268
14942,motor,Sports,0.8347751669017193
14943,motor,Commercial Trucks,0.8326471854723854
14944,motor,Green Vehicles,0.8301705185340138
14945,motor,Auto Parts,0.8298145852449981
14946,motor,Station Wagon,0.8274857548058767
14947,motor,Auto Type,0.8249454063613882
14948,motor,Auto Repair,0.8233944270361636
14949,motor,Coupe,0.8226160423048546
14950,motor,Movies,0.8222499421656861
14951,motor,Automotive Industry,0.8218563347990218
14952,motorbike,Motorcycles,0.9377130791711669
14953,motorbike,SUV,0.833273017599729
14954,motorbike,Minivan,0.8297220442320841
14955,motorbike,Automotive,0.8183174111952657
14956,motorbike,Green Vehicles,0.8103265610078936
14957,motorbike,Travel Accessories,0.8081667036680049
14958,motorbike,Road-Side Assistance,0.8043058349788469
14959,motorbike,Commercial Trucks,0.8012329720672065
14960,motorbike,Auto Rentals,0.7990354958409375
14961,motorbike,Auto Body Styles,0.7709089416748237
14962,motorbike,Auto Type,0.7873531663174941
14963,motorcycle,Motorcycles,0.9521437477716062
14964,motorcycle,Minivan,0.8447684927310336
14965,motorcycle,SUV,0.8438026146362066
14966,motorcycle,Automotive,0.8435861255613808
14967,motorcycle,Commercial Trucks,0.8225191098433258
14968,motorcycle,Green Vehicles,0.821735848999837
14969,motorcycle,Road-Side Assistance,0.8096842485402947
14970,motorcycle,Travel Accessories,0.8096255465269202
14971,motorcycle,Auto Rentals,0.8065244336652393
14972,motorcycle,Automotive Industry,0.8044798996215
14973,motorcycle,Auto Parts,0.7999286355756487
14974,motorcycle,Auto Repair,0.7993313232282507
14975,motorcycle,Large Animals,0.7985758025352585
14976,motorcycle,Air Travel,0.7979719959126349
14977,motorcycle,Auto Body Styles,0.7737157899372177
14978,motorcycle helmet,Motorcycles,0.8921891815335616
14979,motorcycle helmet,Travel Accessories,0.8149934392662228
14980,motorcycle helmet,Road-Side Assistance,0.8031127840592083
14981,motorcycle helmet,Commercial Trucks,0.8008051610400031
14982,motorcycle helmet,Auto Parts,0.7982049080683198
14983,motorcycle helmet,Automotive,0.8105693295369953
14984,motorcycle helmet,Travel,0.7845036313994425
14985,motorcycle helmet,Auto Body Styles,0.7848337564096762
14986,motorcycle racer,Motorcycles,0.901328540913259
14987,motorcycle racer,Road-Side Assistance,0.8072171869654182
14988,motorcycle racer,Commercial Trucks,0.7989081293580267
14989,motorcycle racer,Automotive,0.8047114686314619
14990,motorcycle racer,Auto Body Styles,0.773438708665802
14991,motorcyclist,Motorcycles,0.9080461840076035
14992,motorcyclist,SUV,0.8186460045829433
14993,motorcyclist,Road-Side Assistance,0.815759463100949
14994,motorcyclist,Green Vehicles,0.8068840024144823
14995,motorcyclist,Commercial Trucks,0.8037010402008955
14996,motorcyclist,Automotive,0.8084909966135624
14997,motorcyclist,Auto Type,0.7680328078999131
14998,motorsport,Sports,0.8681315130565523
14999,motorsport,Automotive,0.8570825574912798
15000,motorsport,Motorcycles,0.8473655855091635
15001,motorsport,Luxury Cars,0.834992035538082
15002,motorsport,Automotive Industry,0.832237289296897
15003,motorsport,Auto Shows,0.8296631202288857
15004,motorsport,Coupe,0.8269779793754208
15005,motorsport,SUV,0.8194772813923511
15006,motorsport,Green Vehicles,0.8122165702827737
15007,motorsport,Auto Rentals,0.8078687372496143
15008,motorsport,Auto Parts,0.8076830692100976
15009,motorsport,Auto Repair,0.8048866379551157
15010,motorsport,Video Gaming,0.8042167824243934
15011,motorsport,Space and Astronomy,0.801933050002221
15012,motorsport,Fashion Events,0.8013737155417338
15013,mound,Graduation,0.7936404694115667
15014,mountain,SUV,0.8194725071585871
15015,mountain,Motorcycles,0.8013736396112487
15016,mountain,Automotive,0.7846286145809473
15017,mountain bike,Motorcycles,0.8618446221219727
15018,mountain bike,SUV,0.8225567902760399
15019,mountain bike,Automotive,0.77853471250376
15020,mountain biker,Motorcycles,0.8702925661010572
15021,mountain biker,SUV,0.8191715781860116
15022,mountain biker,Road-Side Assistance,0.7983022087507554
15023,mountain biker,Automotive,0.7815662640119053
15024,mountain biking,Motorcycles,0.8506565373271798
15025,mountain biking,Outdoor Activities,0.844300988936266
15026,mountain biking,Camping,0.8224317250127036
15027,mountain biking,Polar Travel,0.8001735102504817
15028,mountain biking,Automotive,0.7738637915916319
15029,mountain biking,Events and Attractions,0.7683460265407163
15030,mountain biking,Travel,0.7972433786330297
15031,mountain biking,Travel Locations,0.7939967396567688
15032,mountain gorilla,Large Animals,0.8141565062436282
15033,mountain gorilla,Africa Travel,0.806622955162219
15034,mountain gorilla,Pets,0.771020134289518
15035,mountain gorilla,Travel,0.7884219153674432
15036,mountain gorilla,Travel Locations,0.7839771331836904
15037,mountain lake,Outdoor Activities,0.8148225441667938
15038,mountain landscape,Landscaping,0.8537836896849651
15039,mountain landscape,Outdoor Activities,0.8198283710776562
15040,mountain landscape,Parks & Nature,0.8181318421065109
15041,mountain landscape,Land and Farms,0.81336828107533
15042,mountain landscape,Travel Locations,0.8106110279426033
15043,mountain landscape,Africa Travel,0.8010550628871242
15044,mountain landscape,Home & Garden,0.7848067523301546
15045,mountain landscape,Events and Attractions,0.7693286969805986
15046,mountain landscape,Real Estate,0.7752577953280277
15047,mountain landscape,Travel,0.7903668973996572
15048,mountain pass,Rail Travel,0.8199842395487085
15049,mountain pass,Road-Side Assistance,0.8060332904580535
15050,mountain pass,Travel Locations,0.7998950757272614
15051,mountain pass,Travel,0.7982058666166396
15052,mountain pass,Automotive,0.7696533138639126
15053,mountain path,Rail Travel,0.8283205006415251
15054,mountain path,Outdoor Activities,0.818990646074654
15055,mountain path,Travel Locations,0.8123759298364838
15056,mountain path,Africa Travel,0.804593832364944
15057,mountain path,Road-Side Assistance,0.804509562352173
15058,mountain path,Beach Travel,0.8029784461068539
15059,mountain path,Polar Travel,0.8016832335576762
15060,mountain path,Asia Travel,0.7999940214806363
15061,mountain path,Travel,0.806160406923063
15062,mountain path,Events and Attractions,0.7666215041388553
15063,mountain path,Automotive,0.7671679436527921
15064,mountain range,Travel Locations,0.7990547631431162
15065,mountain range,Travel,0.79190570596559
15066,mountain river,Outdoor Activities,0.8157610674197999
15067,mountain snowy,Outdoor Activities,0.8104708605387967
15068,mountain stream,Outdoor Activities,0.8057072617312535
15069,mountain view,Travel Locations,0.801410256128219
15070,mountain view,Parks & Nature,0.8011563309747158
15071,mountain view,Travel,0.7850329484083998
15072,mountain view,Events and Attractions,0.7731344048670697
15073,mountain village,Outdoor Activities,0.8192605220328135
15074,mountain village,Travel Locations,0.8140583241436745
15075,mountain village,Africa Travel,0.7996953926505512
15076,mountain village,Events and Attractions,0.7719335624467221
15077,mountain village,Travel,0.7895854586854512
15078,mountaineer,Outdoor Activities,0.8147284804551478
15079,mountaineering bag,Travel Accessories,0.8380212790640731
15080,mountaineering bag,Women's Handbags and Wallets,0.8141512691395589
15081,mountaineering bag,Travel,0.7898943437956824
15082,mouse,Pets,0.8217156694265724
15083,mouse,Travel,0.8208410138691316
15084,mouse,Movies,0.8186977703543684
15085,mousepad,Laptops,0.828323469020045
15086,mousepad,Desktops,0.8266589463930303
15087,mousepad,Technology & Computing,0.7708440724408412
15088,mousetrap,Cats,0.7974161579862648
15089,mousetrap,Pets,0.775125188639457
15090,mouth,Oral care,0.8247730131649398
15091,mouth,Beauty,0.8204545329505124
15092,mouthwash,Oral care,0.8580534901694357
15093,mouthwash,Household Supplies,0.8000078231270833
15094,mouthwash,Deodorant and Antiperspirant,0.7985856513285098
15095,mouthwash,Hair Care,0.7976997641299348
15096,mouthwash,Shopping,0.7669734663368118
15097,mouthwash,Beauty,0.7831961128945999
15098,move,Travel,0.8409660310969107
15099,move,Movies,0.8373737336050093
15100,move,Convertible,0.8186822283265625
15101,move,Automotive,0.7696095713132691
15102,movie poster,Movies,0.8641282155279139
15103,movie poster,Pop Culture,0.8143667021708645
15104,movie poster,Cinemas and Events,0.8129120978702038
15105,movie poster,Video Gaming,0.8017022038933599
15106,movie poster,Comedy Events,0.7988804494112958
15107,movie poster,Events and Attractions,0.769541423658666
15108,movie ticket,Movies,0.8684036156497703
15109,movie ticket,Cinemas and Events,0.8418346316926288
15110,movie ticket,Theater Venues and Events,0.8225285540552527
15111,movie ticket,Comedy Events,0.820544969177899
15112,movie ticket,Dining Out,0.8195498720622785
15113,movie ticket,Video Gaming,0.8084741711164181
15114,movie ticket,Concerts & Music Events,0.8066392531157437
15115,movie ticket,Air Travel,0.8062158647742925
15116,movie ticket,Grocery Shopping,0.7996207848424564
15117,movie ticket,Events and Attractions,0.7973182293696516
15118,movie ticket,Food & Drink,0.7835944638661425
15119,mower,Shaving,0.8380328844495278
15120,mower,Gardening,0.8353000858976066
15121,mower,Motorcycles,0.8254512501900753
15122,mower,Landscaping,0.819542865328112
15123,mower,Minivan,0.8195055485151621
15124,mower,SUV,0.8186003426290994
15125,mower,Home Improvement,0.8001955255386588
15126,mower,Home & Garden,0.8013247228907064
15127,mower,Automotive,0.7906830255238293
15128,mp3 player,Music and Audio,0.8438839362890811
15129,mp3 player,Consumer Electronics,0.8330853202003199
15130,mp3 player,Musical Instruments,0.817077423315177
15131,mp3 player,Tablets and E-readers,0.8155415826376298
15132,mp3 player,Cameras and Camcorders,0.7975664969206271
15133,mr,Movies,0.8152474723556502
15134,mud,Sports,0.805264873868961
15135,muffin,Desserts and Baking,0.8087462330127271
15136,muffin,Food & Drink,0.780226980376294
15137,mug,Coupe,0.8237050435345664
15138,mug,Food & Drink,0.8015959768351615
15139,mug,Travel Accessories,0.7977943038884536
15140,mug,Board Games and Puzzles,0.7976412931727473
15141,mug,Automotive,0.7765890827833455
15142,mug,Travel,0.8008289652166893
